AT_STREET;ON_STREET;XSTREET;Geom;Geo Local Area;geo_point_2d
110;583;WALKWAY AND DENMAN ST;"{""coordinates"": [-123.1330552007217, 49.29305324076484], ""type"": ""Point""}";Downtown;49.29305324076484, -123.1330552007217
138;600;RICHARDS ST AND W GEORGIA ST;"{""coordinates"": [-123.1161586140664, 49.281224794962554], ""type"": ""Point""}";Downtown;49.281224794962554, -123.1161586140664
157;595;CAMBIE ST AND DUNSMUIR ST;"{""coordinates"": [-123.1115362744638, 49.2804691755289], ""type"": ""Point""}";Downtown;49.2804691755289, -123.1115362744638
134;604;SMITHE ST AND SEYMOUR ST;"{""coordinates"": [-123.12042812016114, 49.27966867459451], ""type"": ""Point""}";Downtown;49.27966867459451, -123.12042812016114
124;604;SMITHE ST AND HORNBY ST;"{""coordinates"": [-123.12338294864017, 49.28158057714427], ""type"": ""Point""}";Downtown;49.28158057714427, -123.12338294864017
126;606;HOWE ST AND NELSON ST;"{""coordinates"": [-123.12400471374615, 49.27990003471687], ""type"": ""Point""}";Downtown;49.27990003471687, -123.12400471374615
130;606;NELSON ST AND GRANVILLE ST;"{""coordinates"": [-123.12301382475681, 49.279258199216564], ""type"": ""Point""}";Downtown;49.279258199216564, -123.12301382475681
124;608;HELMCKEN ST AND HORNBY ST;"{""coordinates"": [-123.12656888315884, 49.27947328459343], ""type"": ""Point""}";Downtown;49.27947328459343, -123.12656888315884
120;608;BURRARD ST AND HELMCKEN ST;"{""coordinates"": [-123.12758941631286, 49.28013320014934], ""type"": ""Point""}";West End;49.28013320014934, -123.12758941631286
120;607;BURRARD ST AND COMOX ST;"{""coordinates"": [-123.12705586372668, 49.280486228237756], ""type"": ""Point""}";West End;49.280486228237756, -123.12705586372668
230;728;KNIGHT ST AND E 32ND AV;"{""coordinates"": [-123.07636254859848, 49.24167513602151], ""type"": ""Point""}";Kensington-Cedar Cottage;49.24167513602151, -123.07636254859848
094;718;MAGNOLIA ST AND W 28TH AV;"{""coordinates"": [-123.15043339487273, 49.24667392790314], ""type"": ""Point""}";Arbutus Ridge;49.24667392790314, -123.15043339487273
095;721;W 29TH AV AND MAPLE CRESCENT;"{""coordinates"": [-123.1483899735831, 49.24558070804579], ""type"": ""Point""}";Shaughnessy;49.24558070804579, -123.1483899735831
097;719;MAPLE CRESCENT AND CYPRESS ST;"{""coordinates"": [-123.148938557848, 49.24631697279665], ""type"": ""Point""}";Shaughnessy;49.24631697279665, -123.148938557848
121;721;W 29TH AV AND ANGUS DRIVE;"{""coordinates"": [-123.14543592721284, 49.24553378539514], ""type"": ""Point""}";Shaughnessy;49.24553378539514, -123.14543592721284
087;721;EDDINGTON DRIVE AND YEW ST;"{""coordinates"": [-123.15475583725404, 49.24695952041447], ""type"": ""Point""}";Arbutus Ridge;49.24695952041447, -123.15475583725404
226;588;VERNON DRIVE AND FRANKLIN ST;"{""coordinates"": [-123.07911982755894, 49.28229418946179], ""type"": ""Point""}";Strathcona;49.28229418946179, -123.07911982755894
230;739;E 37TH AV AND KNIGHT ST;"{""coordinates"": [-123.07689030105897, 49.23685251716471], ""type"": ""Point""}";Kensington-Cedar Cottage;49.23685251716471, -123.07689030105897
237;739;E 37TH AV AND ARGYLE ST;"{""coordinates"": [-123.0713797967929, 49.236780799169736], ""type"": ""Point""}";Kensington-Cedar Cottage;49.236780799169736, -123.0713797967929
237;736;E 36TH AV AND ARGYLE ST;"{""coordinates"": [-123.07135006833659, 49.23761920145281], ""type"": ""Point""}";Kensington-Cedar Cottage;49.23761920145281, -123.07135006833659
233;731;E 34TH AV AND DUMFRIES ST;"{""coordinates"": [-123.07405104816466, 49.23934636064332], ""type"": ""Point""}";Kensington-Cedar Cottage;49.23934636064332, -123.07405104816466
237;731;ARGYLE ST AND E 34TH AV;"{""coordinates"": [-123.07128968616038, 49.23931380778506], ""type"": ""Point""}";Kensington-Cedar Cottage;49.23931380778506, -123.07128968616038
230;731;KNIGHT ST AND E 34TH AV;"{""coordinates"": [-123.07648453121926, 49.239360957613926], ""type"": ""Point""}";Kensington-Cedar Cottage;49.239360957613926, -123.07648453121926
035;745;W 39TH AV AND OLYMPIC ST;"{""coordinates"": [-123.18960894908092, 49.2364506488866], ""type"": ""Point""}";Dunbar-Southlands;49.2364506488866, -123.18960894908092
034;739;WALLACE ST AND W 37TH AV;"{""coordinates"": [-123.19095214128049, 49.23859403793748], ""type"": ""Point""}";Dunbar-Southlands;49.23859403793748, -123.19095214128049
032;742;W 38TH AV AND CROWN ST;"{""coordinates"": [-123.19374103354313, 49.23761175461758], ""type"": ""Point""}";Dunbar-Southlands;49.23761175461758, -123.19374103354313
034;745;W 39TH AV AND WALLACE ST;"{""coordinates"": [-123.19096837277455, 49.23645447246794], ""type"": ""Point""}";Dunbar-Southlands;49.23645447246794, -123.19096837277455
230;588;FRANKLIN ST AND CLARK DRIVE;"{""coordinates"": [-123.07707417738837, 49.282271428979584], ""type"": ""Point""}";Grandview-Woodland;49.282271428979584, -123.07707417738837
233;588;FRANKLIN ST AND MCLEAN DRIVE;"{""coordinates"": [-123.0740895864034, 49.28223274996869], ""type"": ""Point""}";Grandview-Woodland;49.28223274996869, -123.0740895864034
251;588;FRANKLIN ST AND SALSBURY DRIVE;"{""coordinates"": [-123.06824904013148, 49.28215989719599], ""type"": ""Point""}";Grandview-Woodland;49.28215989719599, -123.06824904013148
177;750;ELIZABETH ST AND W 41ST AV;"{""coordinates"": [-123.11205738002903, 49.23338291274511], ""type"": ""Point""}";Riley Park;49.23338291274511, -123.11205738002903
170;750;CAMBIE ST AND W 41ST AV;"{""coordinates"": [-123.1161921847306, 49.2335434680796], ""type"": ""Point""}";South Cambie;49.2335434680796, -123.1161921847306
164;750;MANSON ST AND W 41ST AV;"{""coordinates"": [-123.11937970609937, 49.23365340537074], ""type"": ""Point""}";South Cambie;49.23365340537074, -123.11937970609937
163;750;HEATHER ST AND W 41ST AV;"{""coordinates"": [-123.12089607550068, 49.23370585390762], ""type"": ""Point""}";South Cambie;49.23370585390762, -123.12089607550068
161;750;W 41ST AV AND BAILLIE ST;"{""coordinates"": [-123.12236326637681, 49.233756013866504], ""type"": ""Point""}";South Cambie;49.233756013866504, -123.12236326637681
170;752;CAMBIE ST AND W 42ND AV;"{""coordinates"": [-123.11623451183618, 49.23253888947599], ""type"": ""Point""}";Oakridge;49.23253888947599, -123.11623451183618
271;594;KAMLOOPS ST AND TURNER ST;"{""coordinates"": [-123.05458783585827, 49.27909069970294], ""type"": ""Point""}";Hastings-Sunrise;49.27909069970294, -123.05458783585827
274;596;PENTICTON ST AND E GEORGIA ST;"{""coordinates"": [-123.05195915901393, 49.27827280148516], ""type"": ""Point""}";Hastings-Sunrise;49.27827280148516, -123.05195915901393
275;596;SLOCAN ST AND E GEORGIA ST;"{""coordinates"": [-123.04932824902069, 49.27827166080036], ""type"": ""Point""}";Hastings-Sunrise;49.27827166080036, -123.04932824902069
275;598;SLOCAN ST AND ADANAC ST;"{""coordinates"": [-123.0493336375529, 49.277457423630736], ""type"": ""Point""}";Hastings-Sunrise;49.277457423630736, -123.0493336375529
275;606;SLOCAN ST AND WILLIAM ST;"{""coordinates"": [-123.04939266235837, 49.274141890117875], ""type"": ""Point""}";Hastings-Sunrise;49.274141890117875, -123.04939266235837
274;606;WILLIAM ST AND PENTICTON ST;"{""coordinates"": [-123.05201781282015, 49.27414338271746], ""type"": ""Point""}";Hastings-Sunrise;49.27414338271746, -123.05201781282015
275;607;CHARLES ST AND SLOCAN ST;"{""coordinates"": [-123.04940774975108, 49.27326729949006], ""type"": ""Point""}";Hastings-Sunrise;49.27326729949006, -123.04940774975108
275;611;KITCHENER ST AND SLOCAN ST;"{""coordinates"": [-123.04942078258594, 49.27229065017416], ""type"": ""Point""}";Hastings-Sunrise;49.27229065017416, -123.04942078258594
274;611;PENTICTON ST AND KITCHENER ST;"{""coordinates"": [-123.05204716874805, 49.27229259132721], ""type"": ""Point""}";Hastings-Sunrise;49.27229259132721, -123.05204716874805
275;612;SLOCAN ST AND GRANT ST;"{""coordinates"": [-123.04943651320205, 49.27135919138171], ""type"": ""Point""}";Hastings-Sunrise;49.27135919138171, -123.04943651320205
274;616;PENTICTON ST AND GRAVELEY ST;"{""coordinates"": [-123.05207624825562, 49.2704293591052], ""type"": ""Point""}";Hastings-Sunrise;49.2704293591052, -123.05207624825562
275;631;SLOCAN ST AND E 2ND AV;"{""coordinates"": [-123.04947959962364, 49.26851793287956], ""type"": ""Point""}";Hastings-Sunrise;49.26851793287956, -123.04947959962364
274;630;PENTICTON ST AND E 1ST AV;"{""coordinates"": [-123.05208987702976, 49.26950802018589], ""type"": ""Point""}";Hastings-Sunrise;49.26950802018589, -123.05208987702976
275;586;TRIUMPH ST AND SLOCAN ST;"{""coordinates"": [-123.04932707749815, 49.283879488430294], ""type"": ""Point""}";Hastings-Sunrise;49.283879488430294, -123.04932707749815
274;590;PENTICTON ST AND E HASTINGS ST;"{""coordinates"": [-123.05195576548084, 49.28114142857839], ""type"": ""Point""}";Hastings-Sunrise;49.28114142857839, -123.05195576548084
271;590;KAMLOOPS ST AND E HASTINGS ST;"{""coordinates"": [-123.05458152395937, 49.28114533637483], ""type"": ""Point""}";Hastings-Sunrise;49.28114533637483, -123.05458152395937
274;588;FRANKLIN ST AND PENTICTON ST;"{""coordinates"": [-123.05195556196671, 49.28207327494103], ""type"": ""Point""}";Hastings-Sunrise;49.28207327494103, -123.05195556196671
275;588;SLOCAN ST AND FRANKLIN ST;"{""coordinates"": [-123.04933011246098, 49.28206989202268], ""type"": ""Point""}";Hastings-Sunrise;49.28206989202268, -123.04933011246098
275;592;E PENDER ST AND SLOCAN ST;"{""coordinates"": [-123.04933102680229, 49.280215868765644], ""type"": ""Point""}";Hastings-Sunrise;49.280215868765644, -123.04933102680229
271;600;KAMLOOPS ST AND VENABLES ST;"{""coordinates"": [-123.05464992030437, 49.2766341940943], ""type"": ""Point""}";Hastings-Sunrise;49.2766341940943, -123.05464992030437
250;646;COMMERCIAL DRIVE AND E 7TH AV;"{""coordinates"": [-123.06972673879852, 49.26417192774933], ""type"": ""Point""}";Grandview-Woodland;49.26417192774933, -123.06972673879852
234;634;E 4TH AV AND WOODLAND DRIVE;"{""coordinates"": [-123.07354393327222, 49.266915364424605], ""type"": ""Point""}";Grandview-Woodland;49.266915364424605, -123.07354393327222
132;633;ANDERSON ST AND JOHNSTON ST;"{""coordinates"": [-123.1351733498505, 49.27208498415988], ""type"": ""Point""}";Fairview;49.27208498415988, -123.1351733498505
225;640;E 6TH AV AND KEITH DRIVE;"{""coordinates"": [-123.07937883962778, 49.265197764392035], ""type"": ""Point""}";Strathcona;49.265197764392035, -123.07937883962778
197;645;PRINCE EDWARD ST AND E 6TH AV;"{""coordinates"": [-123.09574194180011, 49.2652849859017], ""type"": ""Point""}";Mount Pleasant;49.2652849859017, -123.09574194180011
201;645;E 6TH AV AND ST. GEORGE ST;"{""coordinates"": [-123.0929452709044, 49.26526343218644], ""type"": ""Point""}";Mount Pleasant;49.26526343218644, -123.0929452709044
198;646;GUELPH ST AND E 7TH AV;"{""coordinates"": [-123.09489380044644, 49.26437430055387], ""type"": ""Point""}";Mount Pleasant;49.26437430055387, -123.09489380044644
195;646;BRUNSWICK ST AND E 7TH AV;"{""coordinates"": [-123.09695283413696, 49.264529935239594], ""type"": ""Point""}";Mount Pleasant;49.264529935239594, -123.09695283413696
194;646;E 7TH AV AND SCOTIA ST;"{""coordinates"": [-123.09888537930541, 49.264565141800034], ""type"": ""Point""}";Mount Pleasant;49.264565141800034, -123.09888537930541
191;770;E 8TH AV AND KINGSWAY;"{""coordinates"": [-123.10023239612667, 49.263684987676946], ""type"": ""Point""}";Mount Pleasant;49.263684987676946, -123.10023239612667
212;645;E 6TH AV AND PRINCE ALBERT ST;"{""coordinates"": [-123.08711990081635, 49.26521737342217], ""type"": ""Point""}";Mount Pleasant;49.26521737342217, -123.08711990081635
210;646;E 7TH AV AND FRASER ST;"{""coordinates"": [-123.0890901535128, 49.26432809841622], ""type"": ""Point""}";Mount Pleasant;49.26432809841622, -123.0890901535128
206;646;CAROLINA ST AND E 7TH AV;"{""coordinates"": [-123.09102534316315, 49.264343752896444], ""type"": ""Point""}";Mount Pleasant;49.264343752896444, -123.09102534316315
195;645;BRUNSWICK ST AND E 6TH AV;"{""coordinates"": [-123.09691477088484, 49.26543340043126], ""type"": ""Point""}";Mount Pleasant;49.26543340043126, -123.09691477088484
206;648;CAROLINA ST AND E 8TH AV;"{""coordinates"": [-123.0910394719841, 49.26343926491354], ""type"": ""Point""}";Mount Pleasant;49.26343926491354, -123.0910394719841
214;648;E 8TH AV AND ST. CATHERINES ST;"{""coordinates"": [-123.08521691415973, 49.26339203758689], ""type"": ""Point""}";Mount Pleasant;49.26339203758689, -123.08521691415973
228;634;VERNON DRIVE AND E 4TH AV;"{""coordinates"": [-123.07853298450205, 49.266957318001495], ""type"": ""Point""}";Strathcona;49.266957318001495, -123.07853298450205
230;634;E 4TH AV AND CLARK DRIVE;"{""coordinates"": [-123.07740895443763, 49.266947642091154], ""type"": ""Point""}";Strathcona;49.266947642091154, -123.07740895443763
206;640;CAROLINA ST AND GREAT NORTHERN WAY;"{""coordinates"": [-123.09091834084859, 49.266775708082015], ""type"": ""Point""}";Strathcona;49.266775708082015, -123.09091834084859
134;597;SEYMOUR ST AND ST. REGIS LANE;"{""coordinates"": [-123.11591481977952, 49.282655497919556], ""type"": ""Point""}";Downtown;49.282655497919556, -123.11591481977952
119;593;EVELEIGH ST AND THURLOW ST;"{""coordinates"": [-123.12090802075988, 49.28718886888945], ""type"": ""Point""}";Downtown;49.28718886888945, -123.12090802075988
118;590;BUTE ST AND W HASTINGS ST;"{""coordinates"": [-123.12275213968621, 49.288802178062134], ""type"": ""Point""}";Downtown;49.288802178062134, -123.12275213968621
113;600;W GEORGIA ST AND BIDWELL ST;"{""coordinates"": [-123.13216997893542, 49.29157887909499], ""type"": ""Point""}";Downtown;49.29157887909499, -123.13216997893542
115;600;NICOLA ST AND W GEORGIA ST;"{""coordinates"": [-123.12941463964326, 49.2897959897321], ""type"": ""Point""}";Downtown;49.2897959897321, -123.12941463964326
188;722;E 29TH AV AND QUEBEC ST;"{""coordinates"": [-123.10259331821426, 49.24449762984109], ""type"": ""Point""}";Riley Park;49.24449762984109, -123.10259331821426
188;728;QUEBEC ST AND E 32ND AV;"{""coordinates"": [-123.10270923664841, 49.24201337502146], ""type"": ""Point""}";Riley Park;49.24201337502146, -123.10270923664841
188;734;E 35TH AV AND QUEBEC ST;"{""coordinates"": [-123.10283978684704, 49.23907850723433], ""type"": ""Point""}";Riley Park;49.23907850723433, -123.10283978684704
190;728;MAIN ST AND E 32ND AV;"{""coordinates"": [-123.10140453483251, 49.24228210897974], ""type"": ""Point""}";Riley Park;49.24228210897974, -123.10140453483251
184;724;E 30TH AV AND ONTARIO ST;"{""coordinates"": [-123.1052356169171, 49.24335066327733], ""type"": ""Point""}";Riley Park;49.24335066327733, -123.1052356169171
251;590;SALSBURY DRIVE AND E HASTINGS ST;"{""coordinates"": [-123.0682615252858, 49.28121380415767], ""type"": ""Point""}";Grandview-Woodland;49.28121380415767, -123.0682615252858
212;579;ALEXANDER ST AND HAWKS AV;"{""coordinates"": [-123.08705269415435, 49.2835563373753], ""type"": ""Point""}";Strathcona;49.2835563373753, -123.08705269415435
212;580;POWELL ST AND HAWKS AV;"{""coordinates"": [-123.08708048793419, 49.28295774154207], ""type"": ""Point""}";Strathcona;49.28295774154207, -123.08708048793419
226;580;POWELL ST AND VERNON DRIVE;"{""coordinates"": [-123.0791676477153, 49.282928730341006], ""type"": ""Point""}";Strathcona;49.282928730341006, -123.0791676477153
212;589;HAWKS AV AND E CORDOVA ST;"{""coordinates"": [-123.08711824529746, 49.282052249704066], ""type"": ""Point""}";Strathcona;49.282052249704066, -123.08711824529746
037;739;HIGHBURY ST AND W 37TH AV;"{""coordinates"": [-123.18819664546643, 49.23858567845667], ""type"": ""Point""}";Dunbar-Southlands;49.23858567845667, -123.18819664546643
230;727;E 31ST AV AND KNIGHT ST;"{""coordinates"": [-123.07633842989286, 49.242508039089124], ""type"": ""Point""}";Kensington-Cedar Cottage;49.242508039089124, -123.07633842989286
238;723;ARGYLE ST AND E 30TH AV;"{""coordinates"": [-123.07073448921264, 49.243415537512355], ""type"": ""Point""}";Kensington-Cedar Cottage;49.243415537512355, -123.07073448921264
230;726;KNIGHT ST AND E 31ST AV;"{""coordinates"": [-123.07632239010009, 49.243038606784005], ""type"": ""Point""}";Kensington-Cedar Cottage;49.243038606784005, -123.07632239010009
235;726;DUMFRIES ST AND E 31ST AV;"{""coordinates"": [-123.07355614310582, 49.24299251051519], ""type"": ""Point""}";Kensington-Cedar Cottage;49.24299251051519, -123.07355614310582
236;726;E 31ST AV AND FLEMING ST;"{""coordinates"": [-123.07221036788765, 49.24296751620902], ""type"": ""Point""}";Kensington-Cedar Cottage;49.24296751620902, -123.07221036788765
229;719;HENRY ST AND E 29TH AV;"{""coordinates"": [-123.07757108420601, 49.24457721077669], ""type"": ""Point""}";Kensington-Cedar Cottage;49.24457721077669, -123.07757108420601
239;770;WELWYN ST AND E 28TH AV;"{""coordinates"": [-123.07000013363775, 49.24507391455427], ""type"": ""Point""}";Kensington-Cedar Cottage;49.24507391455427, -123.07000013363775
034;737;WALLACE ST AND W 36TH AV;"{""coordinates"": [-123.19094968035765, 49.239544983792456], ""type"": ""Point""}";Dunbar-Southlands;49.239544983792456, -123.19094968035765
235;728;E 32ND AV AND DUMFRIES ST;"{""coordinates"": [-123.07359836652496, 49.2416360736775], ""type"": ""Point""}";Kensington-Cedar Cottage;49.2416360736775, -123.07359836652496
231;728;E 32ND AV AND LANARK ST;"{""coordinates"": [-123.0748746750158, 49.2416541435382], ""type"": ""Point""}";Kensington-Cedar Cottage;49.2416541435382, -123.0748746750158
243;734;E 35TH AV AND COMMERCIAL ST;"{""coordinates"": [-123.06855966564211, 49.23837937018848], ""type"": ""Point""}";Kensington-Cedar Cottage;49.23837937018848, -123.06855966564211
243;730;E 33RD AV AND COMMERCIAL ST;"{""coordinates"": [-123.06849934389071, 49.24009794710591], ""type"": ""Point""}";Kensington-Cedar Cottage;49.24009794710591, -123.06849934389071
